City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Baykit,RU,2022-04-01 17:43:20,61.67,96.37,0.21,100,75,1.59
280,Kapit,MY,2022-04-01 17:43:21,2.0167,112.9333,73.13,99,99,0.47
281,Tucupita,VE,2022-04-01 17:43:22,9.0622,-62.051,87.53,50,90,8.95
282,Belmonte,BR,2022-04-01 17:43:23,-15.8631,-38.8828,83.93,63,1,8.23
283,Cockburn Town,TC,2022-04-01 17:43:24,21.4612,-71.1419,77.9,73,34,18.92
284,Buchanan,LR,2022-04-01 17:43:25,5.8808,-10.0467,83.34,75,85,9.82
285,Gabu,GW,2022-04-01 17:43:26,12.2833,-14.2167,106.27,12,3,1.88
286,Naze,JP,2022-04-01 17:43:27,28.3667,129.4833,61.72,70,100,14.9
287,Atar,MR,2022-04-01 17:43:28,20.5169,-13.0499,93.81,7,0,11.1
288,Coxim,BR,2022-04-01 17:43:29,-18.5067,-54.76,66.51,89,100,5.28
289,Paamiut,GL,2022-04-01 17:43:31,61.994,-49.6678,34.63,85,100,7.36
290,Port Hedland,AU,2022-04-01 17:43:32,-20.3167,118.5667,80.65,83,15,8.05
